,Title,PMID,text,DOI,labels,source
1742,,,"From current point of view , enriching the hint lists is also desirable . the tail model assigns a static preference to paraphrase ( i.e. , tail preferences are assumed to be contextindependent )",,0,acl_cambridge
1743,,,"While language codes are used , they have not been standardised , so that multiple codes are used for the same language . systems are hard to be ported across different domains and different languages",,0,acl_cambridge
1744,,,"In a projected space with approximately 103 or 104 fragments , including a few hundred more features can produce noticeably different accuracy readings . the fact that misspellings resulting in real words were not addressed",,0,acl_cambridge
1745,,,"This point is particularly important to handle compounds in morphologically rich languages in which retrieval of the independent forms from compound elements is not straightforward , such as Russian . it can not bridge vocabulary gaps between documents and queries",,0,acl_cambridge
1746,,,"This labeling violates C1 , the minimal hamming distance is 2 , and our approximation gives 1 , -LRB- since there is only one transition that violates the constraint . -RRB- all disagreements are treated equally",,0,acl_cambridge
1747,,,One possible objection to this comparison is that the subset for which we have a fair compar the system having an unrealistically high memory requirement,,0,acl_cambridge
1748,,,"is dependent on a set of `` features '' which , hopefully , are helpful in making a prediction about the future . languages are named , without the corresponding ISO language codes",,0,acl_cambridge
1749,,,"Examples are correlative clauses -LRB- these are an old Indo-European feature which most modern European languages have lost -RRB- , extensive use of complex predication , and rampant pro-drop . using only those arg2s that exactly match clean lists leaves out some good data ( e.g. , a tuple with an arg2 of ‘Univ of Wash’ will not match against a list of universities that spells it as ‘University of Washington’ )",,0,acl_cambridge
1750,,,"The MWER templates are instantiated at each position of the input sequence . their method limits the training of multi-sense embeddings to the M most common words , forcing a complete re-training of the model should a new word of interest appear",,0,acl_cambridge
1751,,,-LSB- SFB 100 is a research group in which different linguistic and computer science-oriented projects cooperate . some synonyms for a word do not carry the same sentiment orientation,,0,acl_cambridge
1752,,,"During manual annotation of this data carried out by one annotator -LRB- different from those who annotated PDT data , but using the same methodology and a tool -RRB- , 163 occurences of MWEs were found . the generated summaries do not contain any information about the distribution of opinions",,0,acl_cambridge
1753,,,"We refer to these as primary entities from here on -LRB- the first four entities in Table 1 -RRB- . the choice of the appropriate conceptual types is non trivial , even when selecting very high-level tags",,0,acl_cambridge
1754,,,"The probabilities of alternative assignments are within some small specified distance . morphotactics was explicitly raised to the level of the sentence grammar , hence the categorial lexicon accounted for both constituent order and the morpheme order with no distinction",,0,acl_cambridge
1755,,,"In another experiment -LRB- Eastman and McLean 1981 -RRB- , 693 English queries to a data base system were analyzed . the data scarcity",,0,acl_cambridge
1756,,,In turn the Goal is computed as if it were an obligatory semantic role like the missing Agent of passivized structures . it will add complexity,,0,acl_cambridge
1757,,,They extract the most content-dense sentences from source articles . ParaMor currently does not address morphophonology,,0,acl_cambridge
1758,,,"4the actual size of the filtered lexicon was 47,659 entries out of 53,015 entries of the original lexicon . incomplete sentences and wrong grammars",,0,acl_cambridge
1759,,,"The second line is the output of the second stage of Xtract , it is a multiple word collocation -LRB- or n-gram -RRB- . these features give no information about where in the string the n-grams should occur",,0,acl_cambridge
1760,,,"However , they are far from containing only interesting semantic relations . we do not currently use subcategorization dictionaries for either language , while we have several for English",,0,acl_cambridge
1761,,,"5 , if all of the a ; , are in A then so is at least one of the O. ; , -LRB- In fact , the other two conditions are just special cases of this condition . -RRB- the assertion component of the latter is essentially limited to atomic predications and their negations , so that ordinary statements such as Most students who passed the AI exam also passed the theory exam , or If Kim and Sandy get divorced , then Kim will probably get custody of their children , cannot be represented , let alone reasoned with",,0,acl_cambridge
1762,,,"This is done by establishing a 100-word window around a target word -LRB- 50 words on each side -RRB- , and correlating each synset to which the target word belongs with each word in the surrounding window . a given term may be assigned to an implausibly large number of categories",,0,acl_cambridge
1763,,,"PropBank has been used as the training data in recent semantic role labeling competitions as part of the Conferences on Computational Natural Language Learning -LRB- Carreras and M`arquez 2004 , 2005 -RRB- . low representation power",,0,acl_cambridge
1764,,,Ontological promiscuity makes it possible to explore more complicated analyses in this general framework . it increases the size of the synchronous context-free grammar massively,,0,acl_cambridge
1765,,,We believe that it is much easier for a person to separate a set of texts into two piles -LRB- the relevant texts and the irrelevant texts -RRB- than to generate detailed text annotations for a domain . data sparseness,,0,acl_cambridge
1766,,,"We make extensions to a previous algorithm that reestimates the N-gram model from an untagged segmented language -LRB- e.g. , English -RRB- text as training data . no studies could provide empirical comparisons across grammar theories",,0,acl_cambridge
1767,,,"The document was quite long for the PAHO set , containing about 1400 lines of text and 360 alignment blocks in the English document and 1000 lines and 297 blocks in the Spanish text . the sequential models treat queries as unstructured ( linear ) sequences of words",,0,acl_cambridge
1768,,,Identify your institutional affiliation if it is not part of your address . many synonyms need to be discarded in order to achieve this property,,0,acl_cambridge
1769,,,"Every document cluster has corresponding human summaries for evaluating system summaries on the basis of ROUGE scores -LRB- Lin , 2004 -RRB- . a small number of words in almost every resulting class does n't belong to the part-of-speech categories which most of words in that class belong to",,0,acl_cambridge
1770,,,The text analysis component constructs and traverses the information of these layers under control of the discourse development . in the approximation of exponentially many parse trees by a polynomial-size sample,,0,acl_cambridge
1771,,,The nodes of the trees represent semantically significant words . the latter distribution is conditioned on two very disparate sources of information which are difficult to combine in a complementary way,,0,acl_cambridge
1772,,,"Nor had any symbols been evaluated for transparency or cultural sensitivity by local AAC users , their supporting professionals and families . it does not guarantee that the output parse is a projective dependency tree , only a projective dependency forest , that is , a sequence of adjacent , non-overlapping projective trees ( Nivre 2008 )",,0,acl_cambridge
1773,,,"Each of these parameter settings will have its own highest ranking candidate , where . the web mining process is quite inefficient",,0,acl_cambridge
1774,,,"The 3gram read DET book aggregates several more specific 3-grams like read a book , read the book , etc. . the use of the raw empirical unigram distribution to represent content significance",,0,acl_cambridge
1775,,,What helps to place / a / as a -LSB- + low -RSB- vowel in Classical Manchu is the knowledge that it is the -LSB- + ATR -RSB- counterpart of / a / . they do not store meta-information about the speaker,,0,acl_cambridge
1776,,,"To testify this , we need a diversity metric . the combinatorial expansion in the search space",,0,acl_cambridge
1777,,,"Our learned policy outperforms the monotone policy toward the end and of course outperforms the batch policy throughout the sentence . if the web site being queried is modified by its creators , slight modifications will have to be made to the query generator to accommodate those changes",,0,acl_cambridge
1778,,,Table 4 gives a breakdown of our system 's performance on the various category subtypes . it relies too much on the quality of sentiment lexicon and thus hard to cover the network language arose spontaneously,,0,acl_cambridge
1779,,,"For example , different NLG systems may require very different domain-dependent language resources , or make different assumptions on which resources are domain-dependent or independent . they aggregate scores of different pairs — even though these scores can vary greatly in the embedding space",,0,acl_cambridge
1780,,,"Similar to the AMIRA framework , we adopt an IOB chunk/segment tagging scheme . high dimensionality",,0,acl_cambridge
1781,,,"Finally , DCDlight does not average the weight vectors . it introduces class imbalance : urban areas tend to contain far more tweets than rural areas",,0,acl_cambridge
1782,,,"1993 -RRB- and information retrieval -LRB- Franz , M. and McCarley , S. 2002 -RRB- . WIT cannot deal with multiple speech recognition candidates such as those in an N-best list",,0,acl_cambridge
1783,,,"For example , in figure 2 , the first Chinese word MEP may be correspondent to the English chunk 5 or 7 . its predictions are not validated on actual documents",,0,acl_cambridge
1784,,,"For instance , one can write meta-rules for handling relaxation of word categories and relaxation of predicates on ATN arcs . for some inputs , the right output might not be available in the set considered by the training data , even if it might easily be constructed from known parts using a generative approach",,0,acl_cambridge
1785,,,See Figure 3b for an example of sentence graph creation and expansion . different interpretations of clause spans,,0,acl_cambridge
1786,,,"On the intelligibility side , we were surprised to find that the IE groups led to improvements in intelligibility when used with marginal relevance selection . having only one valid translation ( the aligned translation in the parallel corpus ) as a gold standard translation",,0,acl_cambridge
1787,,,"Table 8 shows the average and standard deviation in each set . as all the results are not manually validated , some resulting classifications can appear incorrect",,0,acl_cambridge
1788,,,"The argumental structure of `` switching '' is : `` schools '' -LRB- agent -RRB- ; `` constantly '' -LRB- time/frequency -RRB- ; `` uniforms '' -LRB- theme -RRB- . the resulting reliance on manually annotated examples , which are expensive and time-consuming to create",,0,acl_cambridge
1789,,,Research on paraphrase alignment focuses on identifying links between semantically related word strings . the type-checking which is not fully implemented,,0,acl_cambridge
1790,,,"Second , our trees include FEATURES , following -LRB- Vijay-Shanker , 1987 -RRB- . the explosion of possible constituents",,0,acl_cambridge
1791,,,We have also evaluated our sampled SHRG on a string-to-AMR graph parsing task and achieved some reasonable result without using a dependency parse . the representativeness of the N-best list is often a question mark,,0,acl_cambridge
1792,,,"Here we first briefly describe a clustering subroutine that is used in both phases , and then describe the algorithm in detail . frequency is not always useful for detecting mistakes , because the norm can be very separated from real use",,0,acl_cambridge
1793,,,We will now discuss the E/R model we propose as a starting point in the kLogNLP pipeline . the unbalanced knowledge sources shared by human beings and a computer system,,0,acl_cambridge
1794,,,"In the tablebased approaches , if a tokenized form is mapped to more than one surface form , we use the most frequent surface form . their inevitable dependency on the here-and-now",,0,acl_cambridge
1795,,,"Indeed , coarse-to-fine is even more effective when a hierarchy of successive approximations is used -LRB- Charniak et al. , 2006 ; Petrov and Klein , 2007 -RRB- . a tagged corpus is essential for training",,0,acl_cambridge
1796,,,"constructs left-most derivations of strings , using dotted productions to keep track of partial derivations . they do not directly model events , which have structured information",,0,acl_cambridge
1797,,,"Hyphenated categories are those for which CLAWS , the tagger used for tagging the BNC , was uncertain which of the two tags to assign . we would have to store one rule for each utterance that we would like our system to produce",,0,acl_cambridge
1798,,,The text with the largest number of instructions is selected as the reference . no labeled training data in the target domain,,0,acl_cambridge
1799,,,"For example , Hildebrand et al. . this structure may be cubic in the length of the parsed sentence , and more generally polynomial for some proposed algorithms",,0,acl_cambridge
1800,,,"While the helicopter is airborne , an on-board active vision system will interpret the scene below to interpret ongoing events , which may be reported -LRB- via NL generation -RRB- to the operator . it simply models the text-to-word information without leveraging the correlation between short texts",,0,acl_cambridge
1801,,,"The nonWSJ articles -LRB- mainly political and disaster news -RRB- include both print and broadcast news that are from a variety of news sources , such as ABC , AP , and VOA . the effect of skewed distributions on the value of K",,0,acl_cambridge
1802,,,"In the USL system , extensions of concepts are represented as virtual relations of a relational database which are defined on physically stored relations -LRB- base relations -RRB- . the resources are not necessarily constructed from the same source data",,0,acl_cambridge
1803,,,"This elided form of jusque should probably be treated separately , as a preposition modifier . the quality of the output is very susceptible to the quality and amount of resources available",,0,acl_cambridge
1804,,,"As a result , we employ it as one metric for measuring the similarity of two DRDAs . it exclusively focuses on error types taken in isolation",,0,acl_cambridge
1805,,,"where fve can replace the summation of kernels in the fact that it significantly deviates from the standard methodology of developing finite-state devices , and integration of vectorized automata with standard ones remains a challenge",,0,acl_cambridge
1806,,,Selftraining for enhancement and domain adaptation of statistical parsers trained on small datasets . the complexity of training and decoding increases proportionally to the number of target words,,0,acl_cambridge
1807,,,by the creator or user of the corpus . falling into local minima,,0,acl_cambridge
1808,,,"spelling correction , machine translation and dialogue systems . unknown word",,0,acl_cambridge
1809,,,"Processing stages include lexical lookup , syntactic parsing , semantic analysis , and pragmatic analysis . that ONSET can also play a role for triggering resyllabification",,0,acl_cambridge
1810,,,"Even when b and g can be estimated from the subject 's pre-test data , one additional degree of freedom needs to be fixed , and we chose to fix the distance between the means , \u03bc1 \u2212 \u03bc2 . they are restricted to learning one-to-one word mappings",,0,acl_cambridge
1811,,,The general approach is to re-train a parser with parse trees which are the most consistent with alignment matrices . information about eye movement events following this first regressive saccade is lost,,0,acl_cambridge
1812,,,"In fact , it was this availability of the generalization operation that suggested a simplified account of coordination facts in English now being used in GPSG -LSB- 15 -RSB- and in an extension of PATR-II -LSB- 81 . training time is increased because of the extra nested loop needed to calculate feature covariances",,0,acl_cambridge
1813,,,The accuracies are presented by the `` micro averaged '' F-score . an adaption to a different dialogue system or to new modalities is quite expensive,,0,acl_cambridge
1814,,,The effect of smoothing is indeed always stronger for learner 1 than learner 2 . the use of reference answers makes it impossible to compare systems that use different dialog strategies for carrying out the same task,,0,acl_cambridge
1815,,,"allows for either kind of response . the logical nature of automated planning systems , which do not handle probabilistic grammars , or force ad-hoc approaches for doing so ( Bauer and Koller , 2010 )",,0,acl_cambridge
1816,,,We believe that it is essentially related to the different morphemes corpus of Chain1 and Chain2 . word ambiguity,,0,acl_cambridge
1817,,,"Flu vaccination for Model 4 would be represented by a vector consisting of the concatenation of the two descriptors showing only the first four levels : D4 .808.54.79 G3 .770.670.310 -LRB- see Table 2 -RRB- . it has been demonstrated for a single language ( French ) , and was not applied to any other language",,0,acl_cambridge
1818,,,"The input of PostGraphe , consists of 3 special annotations followed by the raw data . evaluation is typically slower compared to using an intrinsic metric",,0,acl_cambridge
1819,,,The institute has traditionally offered courses In particular aspects of linguistics which are not readily available to students and faculty on their home campuses . they do not assign semantically equivalent sentences the same semantic representation,,0,acl_cambridge
1820,,,The secondary tags are not predicate-specific in the sense that they are not required by this particular predicate and they are not selective with regard to the predicate they can occur with . complicating the feature space,,0,acl_cambridge
1821,,,"Table 2 gives a breakdown of the average number of annotations for each of the target pairs in the master set . various metrics may be highly correlated with one another , and provide redundant information on performance",,0,acl_cambridge
1822,,,"These choices determine how information flows from one history representation to another , and thus determines the inductive bias of the system . the sparsity issue",,0,acl_cambridge
1823,,,"Besides the fact that the current COPA is not resolving any event coreferences , our in-house mention detector performs weakly in extracting date mentions too . the non-contiguous elements in a verbchain are assigned into a single node while the subject in between belongs to its own node",,0,acl_cambridge
1824,,,Sections 5 and 6 report experiments and results . frequently two semantically similar senses are distant in the WordNet hierarchy,,0,acl_cambridge
1825,,,"The average length of sentences is about 70 characters , which is a compromise to the writing style of the students . when we do this we actually increase the lexical sparsity",,0,acl_cambridge
1826,,,Thus probabilistic modeling of any data structures is possible when they are represented by feature forests . unobserved co-occurrences of words in the training corpus,,0,acl_cambridge
1827,,,This particular ordering of theories is based on the ordering of meanings of the corresponding words in dictionaries -LRB- derived and less frequent meanings have lower priority -RRB- . the word form of an unknown word often contains useful information that is not available in the present setup,,0,acl_cambridge
1828,,,"First , instead of weighing all edits equally , each unique edit has a probability associated with it . very conservative approaches to exact and partial string matches overgenerate badly",,0,acl_cambridge
1829,,,The hearer presupposes that the event e actually took place at some time in the past . the increase of its size with the increase of the text or the n-gram length,,0,acl_cambridge
1830,,,Content determination in the systems examined basically performs two functions : Deep content determination : Determine what information should be communicated to the hearer . the metric used to measure the similarity between strings ( n-gram overlap ) is only a crude approximation of an ideal semantic similarity metric,,0,acl_cambridge
1831,,,The Fmeasure suggests that category terms better capture the semantics of an article when compared to the text of the article . This bias towards outliers,,0,acl_cambridge
1832,,,Kinetic verbs allow easy transfer of action from subject to object . they capture associations when the CH and SV occur in close textual distance,,0,acl_cambridge
1833,,,"Crucially , the nested property of projective structures allows edge expectations to be computed in O -LRB- n3 -RRB- from the inside-outside values . an explosion of syntactic parses in natural language systems",,0,acl_cambridge
1834,,,fied by a name and a series of up to 9 numbers that indicate where in the thesaurus it appears . limited data,,0,acl_cambridge
1835,,,We also include several baselines that have access to the same training data as our system . not being able to take into account the influence of a wider linguistic environment,,0,acl_cambridge
1836,,,"Where Mellish uses the two-stage parsing process to complete malformed parses , we use it to diagnose unknown lexical items . tying",,0,acl_cambridge
1837,,,"Unsupervised constituency parsing is also an active research area . each request involves the overhead of starting a new Prolog process , and a consequently inflated response time , as well as complex arrangements to maintain dialogue state information",,0,acl_cambridge
1838,,,We compute edit-probability between the graphemes of si and ti . feature sparseness,,0,acl_cambridge
1839,,,Both rule-based and statistical stemmers have been developed for a variety of languages . unknown words,,0,acl_cambridge
1840,,,"Solomon 's approach -LRB- Solomon , 1991 -RRB- uses unannotated corpora , to build lexicons for simple CG . KB annotations are currently present only if there is a YAGO means relation between the mention string and the correct entity",,0,acl_cambridge
1841,,,Based on this information inter-chunk dependencies are computed using a special purpose parser which is sensitive to the type of chunks . the individuals’ propensity of alignment is only characterized using a proportion of lexical elements,,0,acl_cambridge
1842,,,This result further demonstrates the importance of obtaining an accurate lexicon in unsupervised training . it is not obvious that we have learned particularly useful clues about what differentiates the English written by authors with different native languages,,0,acl_cambridge
1843,,,"However , CART 's step-wise treatment of variables , optimization heuristics , and dependency on binary splits obscure the possible relationships that exist among the various factors . it does not take into account the semantic similarities between the words that are combined in the CDSM models",,0,acl_cambridge
1844,,,We divide key/response entity pairs into four categories : existence of nonadaptive sentences that may be inappropriate in some of the scenes,,0,acl_cambridge
1845,,,"The parsing accuracy for parsing word lattices was not directly evaluated as we did not have annotated parse trees for comparison . even by the end of the book , neither Prolog nor parsing has been covered in depth",,0,acl_cambridge
1846,,,"catenation of all and thatis some concatenation of all , holds whenever there exists an index such that the following two conditions are satisfied : there is a margin of error in the parallel segment identification and alignment",,0,acl_cambridge
1847,,,"These three criteria are based on the output of an MT system , that is , how well the MT system can translate portions . the low coverage of the lexicon",,0,acl_cambridge
1848,,,"To keep the construction 's original structure , the form pole can be modeled with the help of the realized-by property4 while the meaning pole is built via the edns : expresses property . the feature set , even with feature selection , may fit the labeled source data well but not the target data because the target data has no labels to be used in feature selection",,0,acl_cambridge
1849,,,"Furthermore , integrating the knowledge about multi-word expressions into the word alignment models is another future direction for this work . the system does not take into account constraints from mentions outside of the ( mention , antecedent ) pairs",,0,acl_cambridge
1850,,,"The rest of the preprocessing procedure was applied to all the datasets mentioned above , both parallel and monolingual . the parsing process might slow down the system significantly",,0,acl_cambridge
1851,,,In this paper we leverage the existing linear model -LRB- Equation 2 -RRB- to bring source-side context into phrase-based MT in a way that is robust to data sparseness . it gives poor results when the number of clusters is different from the real number of valid classes,,0,acl_cambridge
1852,,,"A second run of K2 checks the following phrase , d'importation , which is rejected by those criteria identifying this phrase as a compound in NOMAL . these proposed tools rely on resources of limited coverage , such as dictionaries , thesauri , or manually constructed databases to generate the candidates",,0,acl_cambridge
1853,,,"As mentioned in section 6.2 , many positive changes introduced by the LM pipeline are not fully realized under the LM or Joint -LRB- NNS -RRB- experiments . only five predefined realisations of REs were used to elicit object descriptions from the participants",,0,acl_cambridge
1854,,,"Building paraphrase typologies from different perspectives -LRB- e.g. , linguistics analysis and discourse analysis -RRB- has been an active research area for a number of years now -LRB- Vila et al. , 2011 -RRB- . all existing systems can be used for analysis but not for generation",,0,acl_cambridge
1855,,,"During his career , Philippe Blache has focused on Natural Language Processing and Formal Linguistics , with a special interest in spoken language analysis . OSN data come with no annotations , and it would be impossible to manually annotate the data for a quantitative analysis of self-disclosure",,0,acl_cambridge
1856,,,"Statistics of the parallel sets and their repetition rate on both sides are reported in Table 1 . This polarity , and the wide gap it exposes between positions",,0,acl_cambridge
1857,,,"Moving in as a T. police force , being seen by everybody as a increasing the number of features , which can make MERT less stable ( Foster and Kuhn , 2009 )",,0,acl_cambridge
1858,,,"'' The police has arrived at the scene and is thoroughly investigating the cause of the accident . '' Overall , pruning works less effectively for nouns than for verbs . it may bring extra noises into our system",,0,acl_cambridge
1859,,,The translation literature also shows that translation requires non-isomorphic transformation from the source to the target . the sentences are artificially constructed for the LSAT and GRE tests,,0,acl_cambridge
1860,,,"For lemma and POS annotation , we can calculate basic agreement statistics , as there is one annotation for each token . the sensitivity of this method to the set of initial seeds ( Pantel et al. , 2009 )",,0,acl_cambridge
1861,,,The main ideas of the three-level semantics can be stated as follows : they make little or no direct use of syntactic information,,0,acl_cambridge
1862,,,"This has been a workable assumption for telephone-based systems , and a useful one for many single-purpose applications . discarding much of the information present in the soft labeling",,0,acl_cambridge
1863,,,"In examples 1 , 2 and 3 above ` bought ' is a transitive verb , but without knowledge of traces example 2 in training data will contribute to the probability of ` bought ' being an intransitive verb . a large parameter space",,0,acl_cambridge
1864,,,"A similar approach is also developed in there has been little consistency in the field in the use of cross-validation , the number of L1s , and which L1s are used",,0,acl_cambridge
1865,,,"Significant differences between results -- computed using the approximate randomization test -LRB- Pad NNP o , 2006 -RRB- -- are given in Table 3 . the fact that different spellings of a word are linked to the same index",,0,acl_cambridge
1866,,,"low-bandwidth , low-quality VoIP channel -RRB- , from a language modelling perspective -LRB- e.g. . the corpus is not publicly available yet",,0,acl_cambridge
1867,,,"Accuracy is used as an evaluation metric and is defined as the fraction of number of correctly identified SO words . there is no obvious way of showing how new schemas might be developed , or how existing ones might be modified",,0,acl_cambridge
1868,,,A basic conceptual system is assumed to exist before the SLA process starts . the present framework can handle only one anchor point ( the question term ) in the candidate answer sentence,,0,acl_cambridge
1869,,,"We used two well-known benchmark data collections for text classification , the Reuters-21578 collection 3 and the 20 Newsgroup collection 4 . the low number of paraphrases",,0,acl_cambridge
1870,,,He applied this algorithm to bigram model training from untagged Japanese text for new word extraction . a grammar may need a large number of categories and rules,,0,acl_cambridge
1871,,,"When our system takes the verb action , it uses its verb prediction to update the translation using the prediction , by placing it at the end of the source sentence . the parse trees of original and compressed sentences sometimes do not correspond",,0,acl_cambridge
1872,,,"CO , CI , 70 for conjunctions in general , in the ICE , Brown and Eindhoven tagsets respectively -RRB- , there seems to be some consensus as to the kind of information one wants to encode or tag . relying on text-based paraphrases",,0,acl_cambridge
1873,,,"Note that the thread passes through some or all of the nodes , but need not follow the edges of the DAG . such techniques cannot be extended with semantically analyzed structures for target identification",,0,acl_cambridge
1874,,,We also provide users with a way to create a user defined list of stopwords . the length of sentences,,0,acl_cambridge
1875,,,"politics , economy , medicine -RRB- or a latent cluster in a topic model . Fong 's approach does not extend to the VIA-reading ( in Jackendoff 's terminology ) of sentences like Example ( 3 )",,0,acl_cambridge
1876,,,Each rule now has the form3 : the probability distribution over dialogue acts is prone to distortion depending on the portion of NoMove in the training data,,0,acl_cambridge
1877,,,"These partially lexicalized rules fit the pattern -LRB- 5 = w X1 , T = X1 w -RRB- and handle cases of lexicalized binary reordering between French and English . combinatorial explosion",,0,acl_cambridge
1878,,,Slot grammar is a unification-based dependency grammar -LRB- cf. the greedy parsing strategy may lead to error propagation,,0,acl_cambridge
1879,,,"If `` stake '' can be interpreted to mean something as vague as ` Stake as any kind of investment in any enterprise ' then the answer is yes . the criterion for selecting patterns , precision , is not the only issue for a pattern to be effective",,0,acl_cambridge
1880,,,"For all experiments , we trained and tested on the Penn treebank -LRB- PTB -RRB- -LRB- Marcus et al. , 1993 -RRB- . its strict incrementality",,0,acl_cambridge
1881,,,We also believe that the annotated data can be useful for research into domain adaptation and semi-supervised learning . it does not provide a mechanism for inserting the omitted short vowels in Arabic names,,0,acl_cambridge
1882,,,"The representation of concepts in space contains an assignment of weights to the domains or dimensions , in order to distinguish between similar concepts -LRB- Gardenfors , 2004 -RRB- . a very small , and likely biased , subset of the policy sections is considered",,0,acl_cambridge
1883,,,avgwords is the average number of words for all articles . longer definitions are prefered over short ones,,0,acl_cambridge
1884,,,"Let F * = -LCB- f1 , ... , fm -RCB- be m existing ranking functions . if only existential quantifiers are used then some objects are unidentifiable ( i.e. , it is not possible to distinguish them uniquely )",,0,acl_cambridge
1885,,,"In this article , we present the first broad-coverage probabilistic parser for PLTAG , a variant of TAG that supports all three requirements . the softmax normalization would be very costly for large vocabularies",,0,acl_cambridge
1886,,,"We propose extending the lattice-based approach to jointly perform lexical normalization , word segmentation , and POS tagging . it tends to be costly in terms of time and bandwidth",,0,acl_cambridge
1887,,,"The queries used for system development and threshold tuning were created by the authors , while queries based on the set of event types in the ACE extraction evaluations were used for testing . the actual lexical information gets lost in favor of marking IGs , preventing the potential usage of that information in deciding on inter-word dependencies",,0,acl_cambridge
1888,,,This approach has however never been applied to large scale term extraction because it is based on a full semantic analysis of sentences . the complexity in syntactic processing is coupled with semantic parsing and makes the latter even harder,,0,acl_cambridge
1889,,,Brill and Resnik -LRB- 1994 -RRB- use Brill 's transformation-based algorithm along with simple counts within a lexical hierarchy in order to generalize over individual words . the exponential relationship between the number of possible paraphrases of a summary of a set of facts and the number of facts in that set,,0,acl_cambridge
1890,,,Executing a rule consequent can involve the assertion or retraction of facts to/from the KB . its cost : associating concept tags with a dialogue transcription is already a tedious task and its complexity is largely increased by the requirement for a precise delimitation of the support ( lexical segment ) corresponding to each tag,,0,acl_cambridge
1891,,,"Building on Alves and Gongalves -LRB- forthcoming -RRB- , we decided to count conceptual encodings as the sums of -LSB- l + p -RSB- because each instance of -LSB- p -RSB- includes at least one instance of conceptual encoding . semantically isolated senses ( identified as neighbors )",,0,acl_cambridge
1892,,,"Here we see that BLEU scores increase rapidly with small amounts of data , but they taper off and flatten at much larger amounts . they are designed to find only full sentences",,0,acl_cambridge
1893,,,"Such evaluation is complicated by cases where the distributions under comparison have different supports , i.e. 38 % of the slots that were identified are considered by the human judges to be too general",,0,acl_cambridge
1894,,,We rather use the ubuntu-users email archive11 as our primary corpus . the limited scope of the similarity function,,0,acl_cambridge
1895,,,"This could be the reason why the baseline selects the word `` was '' instead of `` is '' . the identification of mentions is subject to errors , and thus suffers a lower precision compared to hashtag matching",,0,acl_cambridge
1896,,,"By these prefixation , the root is reduplicated as given below : the independence between many choices can not be fully exploited",,0,acl_cambridge
1897,,,"Before identifying all possible noun phrases for testing , the search space of all documents in a large text database will have to be efficiently narrowed down first . the n-gram simulations only use a window of n moves in the dialogue history",,0,acl_cambridge
1898,,,"The IBM Embedded Via Voice -LRB- EVV -RRB- -LRB- Sicconi et al. , 2009 -RRB- -LRB- Beran et al. , 2004 -RRB- ASR engine provides this functionality and is used in this system . the time required to load and watch the videos",,0,acl_cambridge
1899,,,"Only if this combination can occur with minimal , or no , configuration , can the tools be said to be interoperable . even though several Slavic languages have the same property as Czech , the ambiguity is not preserved",,0,acl_cambridge
1900,,,"However , this assumption is not ideal for modeling abbreviations . consuming very large parameter spaces",,0,acl_cambridge
1901,,,Equation 3 ensures that A is nonnegative . such probabilities could not be estimated directly from the data due to data sparseness,,0,acl_cambridge
1902,,,We use the preposition de to link genus term and other potential terms due to its importance to produce lexical relations of our interest . a deviation between two scanpaths in one fixation leads to an increase of the dissimilarity of 1 irrespective of whether the deviation is spatially large or small,,0,acl_cambridge
1903,,,"In turn , there is a loss of independence from linguistic knowledge , when compared to shallower approaches . its apparent inadequacy in dealing with the sparse data problem",,0,acl_cambridge
1904,,,"tactic , lexical , as well as semantic levels . we only get to see a small subset of the examples that the experimenter has collected and our view is controlled by the opinions of an analyst , who typically was not a participant to the conversation and who might not even have been present at the time",,0,acl_cambridge
1905,,,"For the other categories , we used rules to heuristically determine the head , as is standard practice for the Penn Treebank . matching syntactic analysis can not always guarantee a good translation",,0,acl_cambridge
1906,,,"This paper describes the resulting lexicon , CzEngVallex , and the process of building it , as well some interesting observations and statistics already obtained . pervasive structural divergence between languages",,0,acl_cambridge
1907,,,"We applied the co-clustering algorithm to the most frequent 5000 terms and most frequent 5000 contexts in the corpus , clustering each into 200 categories . data sparseness",,0,acl_cambridge
1908,,,"An equivalent notation , using the Xerox `` contain '' operator -LRB- $ -RRB- is $ -LSB- ^ Art : * `` Indef -RSB- . they require an exact match of the constituents in extracted phrases , so it faces the risk of losing coverage of the rules",,0,acl_cambridge
1909,,,Hindi : ek diwar ise surakshit karane ke liye banayi gayi thi . noisy data,,0,acl_cambridge
1910,,,The same analyzer is used for deriving the meaning of questions and of texts from which the fact repository content is extracted . the generation of inconsistent sense clusters,,0,acl_cambridge
1911,,,"The theme of the workshop will be Machine Translation which is currently very topical given the newly-achieved official European status that the local language now enjoys . the very small size of its syntax , lexis , semantics and working domain",,0,acl_cambridge
1912,,,"Moreover , alignments in each term are many-to-one , namely , multiple instances from ck can be aligned to the same vb \u2208 cl in the first term and likewise in the second term . there is only a limited amount of visual clues that can be used to distinguish individual components from each other and cognitive overload restricts how many annotation schemes can be viewed at the same time",,0,acl_cambridge
1913,,,Figure 2 displays all the weights we explored during this process and the corresponding perplexity of the resulting language model on the development set -LRB- nc-dev2007 -RRB- . important structural information related to interargument dependencies is neglected,,0,acl_cambridge
1914,,,We shall summarize Perrault 's theory briefly as it relates to informing and belief . we only cover about half of the utterances,,0,acl_cambridge
1915,,,"Clearly Cd = link -LRB- Cd , C1 -RRB- . needing to build a new phrase table for each document to translate",,0,acl_cambridge
